f_18, P_18, P_fit, P_estimated, P_input, P_noise,
9.578617209873176108e+00 1.879030018119181352e-04 1.255164057719653945e-04 2.016082333216339139e-12 2.581697928567202063e-12 1.255164037558830522e-04
9.628505841174598956e+00 1.932507508223313452e-04 1.254179072145589647e-04 1.538436474537467542e-12 1.976893390610834036e-12 1.254179056761224858e-04
9.678394472476021804e+00 1.902957911961639169e-04 1.253195182406991717e-04 1.172305635660783887e-12 1.511676561574192349e-12 1.253195170683935381e-04
9.728283103777444651e+00 1.804367486962897441e-04 1.252212447010791010e-04 8.920559995130048368e-13 1.154336202513517876e-12 1.252212438090231136e-04
9.778171735078867499e+00 1.665295610702823882e-04 1.251230924170251379e-04 6.778496323367058779e-13 8.802449862016440474e-13 1.251230917391755158e-04
9.828060366380290347e+00 1.514205373245234817e-04 1.250250671790091442e-04 5.143569258888593708e-13 6.703052341873369062e-13 1.250250666646522224e-04
9.877948997681713195e+00 1.370908770382790818e-04 1.249271747454487884e-04 3.897497094164012016e-13 5.097291473715662579e-13 1.249271743556990867e-04
9.927837628983136042e+00 1.245727432160879966e-04 1.248294208417374015e-04 2.949150859954688417e-13 3.870830305117561824e-13 1.248294205468223218e-04
9.977726260284558890e+00 1.142286818760266352e-04 1.247318111594551118e-04 2.228425700287452502e-13 2.935395362450124343e-13 1.247318109366125341e-04
1.002761489158598174e+01 1.060564264817076720e-04 1.246343513557236088e-04 1.681470718921755304e-13 2.222935604166096318e-13 1.246343511875765370e-04
1.007750352288740459e+01 9.989936601552391979e-05 1.245370470526761851e-04 1.266981986101871304e-13 1.681066783229226550e-13 1.245370469259779998e-04
1.012739215418882743e+01 9.556336662013640974e-05 1.244399038370170088e-04 9.533262513330851579e-14 1.269523834030447992e-13 1.244399037416843857e-04
1.017728078549025028e+01 9.287163220901228596e-05 1.243429272596547437e-04 7.163126898637368243e-14 9.574025005956009332e-14 1.243429271880234848e-04
1.022716941679167313e+01 9.168479393123111316e-05 1.242461228353933082e-04 5.374693693194367024e-14 7.210179272514161473e-14 1.242461227816463707e-04
1.027705804809309420e+01 9.190244574620740287e-05 1.241494960426698236e-04 4.027121874340188365e-14 5.422447745599210694e-14 1.241494960023985976e-04
1.032694667939451882e+01 9.345354379494078684e-05 1.240530523233304553e-04 3.013185079459946592e-14 4.072325604392654857e-14 1.240530522931986067e-04
1.037683531069594167e+01 9.627726580750499419e-05 1.239567970824373704e-04 2.251369738450906608e-14 3.054129311779024516e-14 1.239567970599236683e-04
1.042672394199736274e+01 1.002923279202875981e-04 1.238607356881013370e-04 1.679800944403403300e-14 2.287336994960897622e-14 1.238607356713033320e-04
1.047661257329878737e+01 1.053513766275671884e-04 1.237648734713355739e-04 1.251580530611125593e-14 1.710687548070436132e-14 1.237648734588197609e-04
1.052650120460021022e+01 1.111796831995525418e-04 1.236692157259272997e-04 9.312145586353314223e-15 1.277641591371077349e-14 1.236692157166151414e-04
1.057638983590163129e+01 1.173077425879792874e-04 1.235737677083256260e-04 6.918798719267686782e-15 9.528953217355549479e-15 1.235737677014068169e-04
1.062627846720305591e+01 1.230286267269383468e-04 1.234785346375420821e-04 5.133358749296179566e-15 7.097071087910062689e-15 1.234785346324087101e-04
1.067616709850447698e+01 1.274360164546632385e-04 1.233835216950629032e-04 3.803316934920720467e-15 5.278504824537796932e-15 1.233835216912595762e-04
1.072605572980589983e+01 1.295974795109703314e-04 1.232887340247724854e-04 2.813930707523429389e-15 3.920491324641338561e-15 1.232887340219585470e-04
1.077594436110732445e+01 1.288478935209300645e-04 1.231941767328855418e-04 2.078998908098822202e-15 2.907822404269908785e-15 1.231941767308065299e-04
1.082583299240874553e+01 1.250651998268502397e-04 1.230998548878891252e-04 1.533857818723509103e-15 2.153738970892680084e-15 1.230998548863552772e-04
1.087572162371017015e+01 1.187400890169887179e-04 1.230057735204913175e-04 1.130071516059726319e-15 1.593001047725834370e-15 1.230057735193612535e-04
1.092561025501159300e+01 1.107792549869045609e-04 1.229119376235794615e-04 8.314128515139600711e-16 1.176621726050938900e-15 1.229119376227480410e-04
1.097549888631301407e+01 1.021797436807459712e-04 1.228183521521834603e-04 6.108260060003684542e-16 8.678715902457747911e-16 1.228183521515726208e-04
1.102538751761443869e+01 9.376886930649762299e-05 1.227250220234477778e-04 4.481344026243507505e-16 6.392516939914173460e-16 1.227250220229996499e-04
1.107527614891585976e+01 8.609870607562783061e-05 1.226319521166096193e-04 3.283137204524537113e-16 4.702037733868627122e-16 1.226319521162812958e-04
1.112516478021728261e+01 7.946498449268214347e-05 1.225391472729819907e-04 2.401926759506227756e-16 3.453807588266921844e-16 1.225391472727417857e-04
1.117505341151870724e+01 7.398024523480120911e-05 1.224466122959458380e-04 1.754771084582286482e-16 2.533424554718820415e-16 1.224466122957703598e-04
1.122494204282012831e+01 6.965006725393566868e-05 1.223543519509450600e-04 1.280180356733434584e-16 1.855733546361375016e-16 1.223543519508170428e-04
1.127483067412155116e+01 6.643123327761429507e-05 1.222623709654897610e-04 9.326352572587772517e-17 1.357441331733062754e-16 1.222623709653964926e-04
1.132471930542297578e+01 6.426956441064638425e-05 1.221706740291639488e-04 6.784884838627378214e-17 9.915721614800015066e-17 1.221706740290961048e-04
1.137460793672439685e+01 6.312227742961175065e-05 1.220792657936389239e-04 4.929048740970804746e-17 7.233115317182662149e-17 1.220792657935896469e-04
1.142449656802581970e+01 6.297051867095712413e-05 1.219881508726927552e-04 3.575804161931028239e-17 5.268952212003438341e-17 1.219881508726570037e-04
1.147438519932724432e+01 6.382630061847756168e-05 1.218973338422337936e-04 2.590444661879971160e-17 3.832842178748552074e-17 1.218973338422078948e-04
1.152427383062866539e+01 6.573624644815021282e-05 1.218068192403310698e-04 1.873979749692832346e-17 2.784296115014595861e-17 1.218068192403123267e-04
1.157416246193008824e+01 6.878277276860215333e-05 1.217166115672482573e-04 1.353771755091027860e-17 2.019796952527526535e-17 1.217166115672347183e-04
1.162405109323150931e+01 7.308139917455244868e-05 1.216267152854836795e-04 9.765983469113742691e-18 1.463180183491785017e-17 1.216267152854739081e-04
1.167393972453293394e+01 7.877028362024216651e-05 1.215371348198143010e-04 7.035200864480949176e-18 1.058487455952133711e-17 1.215371348198072672e-04
1.172382835583435678e+01 8.598439042436030369e-05 1.214478745573453300e-04 5.060891181365753023e-18 7.646653788153931142e-18 1.214478745573402749e-04
1.177371698713577786e+01 9.480219269220553960e-05 1.213589388475640760e-04 3.635527864885170488e-18 5.516389791307397226e-18 1.213589388475604439e-04
1.182360561843720248e+01 1.051504631651345087e-04 1.212703320023982256e-04 2.607942050135509132e-18 3.974076945885055529e-18 1.212703320023956235e-04
1.187349424973862533e+01 1.166617772121845032e-04 1.211820582962792008e-04 1.868178531217007413e-18 2.859008220414306561e-18 1.211820582962773305e-04
1.192338288104004818e+01 1.285170858455620530e-04 1.210941219662087557e-04 1.336376400719196703e-18 2.053961710783351850e-18 1.210941219662074140e-04
1.197327151234147102e+01 1.393816938920557113e-04 1.210065272118314016e-04 9.546170775614242456e-19 1.473557507928688952e-18 1.210065272118304529e-04
1.202316014364289387e+01 1.476067323437726161e-04 1.209192781955096912e-04 6.809568324984615069e-19 1.055697863403196161e-18 1.209192781955090135e-04
1.207304877494431672e+01 1.517742104746423813e-04 1.208323790424043002e-04 4.850650066051725798e-19 7.552835093258249357e-19 1.208323790424038123e-04
1.212293740624573957e+01 1.513414394656686490e-04 1.207458338405576875e-04 3.450406704795837323e-19 5.396077385841093550e-19 1.207458338405573487e-04
1.217282603754716064e+01 1.469021627849261067e-04 1.206596466409820643e-04 2.450928341698772784e-19 3.849852964078874565e-19 1.206596466409818203e-04
1.222271466884858526e+01 1.398499527983749699e-04 1.205738214577508331e-04 1.738524917066150264e-19 2.742887046669204661e-19 1.205738214577506569e-04
1.227260330015000811e+01 1.317547338317500718e-04 1.204883622680939299e-04 1.231462541151363145e-19 1.951504292765930697e-19 1.204883622680938079e-04
1.232249193145142918e+01 1.238973062836695250e-04 1.204032730124967709e-04 8.710668238236678303e-20 1.386528833100065659e-19 1.204032730124966896e-04
1.237238056275285381e+01 1.171208252844089306e-04 1.203185575948022761e-04 6.152784739391272297e-20 9.837530829666794297e-20 1.203185575948022084e-04
1.242226919405427665e+01 1.118984001714548159e-04 1.202342198823172839e-04 4.339922258346938090e-20 6.970133791279091553e-20 1.202342198823172433e-04
1.247215782535569772e+01 1.084709454927759470e-04 1.201502637059212149e-04 3.056906529818421363e-20 4.931669103185760274e-20 1.201502637059211878e-04
1.252204645665712235e+01 1.069727420512105767e-04 1.200666928601788562e-04 2.150167781632295503e-20 3.484532753663393414e-20 1.200666928601788291e-04
1.257193508795854342e+01 1.075216332785001040e-04 1.199835111034558156e-04 1.510262786313492266e-20 2.458628886093292642e-20 1.199835111034558020e-04
1.262182371925996627e+01 1.102776805480152142e-04 1.199007221580369566e-04 1.059309027301043363e-20 1.732364259954218159e-20 1.199007221580369431e-04
1.267171235056139089e+01 1.154784341052989975e-04 1.198183297102486022e-04 7.419639525931779044e-21 1.218942607126479306e-20 1.198183297102485887e-04
1.272160098186281196e+01 1.234519173996457598e-04 1.197363374105823503e-04 5.189588466731021294e-21 8.564955423076392954e-21 1.197363374105823503e-04
1.277148961316423481e+01 1.345928790386415747e-04 1.196547488738230910e-04 3.624707898594103291e-21 6.009865645057473426e-21 1.196547488738230910e-04
1.282137824446565944e+01 1.492601973277338690e-04 1.195735676791786638e-04 2.528151464069416313e-21 4.211164690447758732e-21 1.195735676791786638e-04
1.287126687576708051e+01 1.675111551219093660e-04 1.194927973704126178e-04 1.760853177738560111e-21 2.946710672602767082e-21 1.194927973704126178e-04
1.292115550706850335e+01 1.885590442628685796e-04 1.194124414559794798e-04 1.224709769600323052e-21 2.059067447898684813e-21 1.194124414559794798e-04
1.297104413836992798e+01 2.099555626455419785e-04 1.193325034091625970e-04 8.506153191696212991e-22 1.436816995612816809e-21 1.193325034091625970e-04
1.302093276967134905e+01 2.270282566294649072e-04 1.192529866682142021e-04 5.899608576571614476e-22 1.001221453924160609e-21 1.192529866682142021e-04
1.307082140097277190e+01 2.339270343251621906e-04 1.191738946364975798e-04 4.086045303748895282e-22 6.967173799912143511e-22 1.191738946364975798e-04
1.312071003227419475e+01 2.270135193848309369e-04 1.190952306826320107e-04 2.826006377277867021e-22 4.841511286817871822e-22 1.190952306826320107e-04
1.317059866357561759e+01 2.078930841680693071e-04 1.190169981406393823e-04 1.951789954265092534e-22 3.359719807413913664e-22 1.190169981406393823e-04
1.322048729487704044e+01 1.822620212618931361e-04 1.189392003100930509e-04 1.346117592187596735e-22 2.328214436315984985e-22 1.189392003100930509e-04
1.327037592617846329e+01 1.559590843003748968e-04 1.188618404562685716e-04 9.270921471476754176e-23 1.611167536496032488e-22 1.188618404562685716e-04
1.332026455747988614e+01 1.325185229288012884e-04 1.187849218102965312e-04 6.376065732512871447e-23 1.113412863328152563e-22 1.187849218102965312e-04
1.337015318878130898e+01 1.132006607042487990e-04 1.187084475693170191e-04 4.378976854488078245e-23 7.683685368419176335e-23 1.187084475693170191e-04
1.342004182008273183e+01 9.796001891824632733e-05 1.186324208966358615e-04 3.003187824162648557e-23 5.295179888082407333e-23 1.186324208966358615e-04
1.346993045138415468e+01 8.624423427782986591e-05 1.185568449218824943e-04 2.056753855772027471e-23 3.644094837403895034e-23 1.185568449218824943e-04
1.351981908268557575e+01 7.741480114633594520e-05 1.184817227411698288e-04 1.406604901941575024e-23 2.504358106504409028e-23 1.184817227411698288e-04
1.356970771398700037e+01 7.091351286175651180e-05 1.184070574172549172e-04 9.606206402164523378e-24 1.718703638278384406e-23 1.184070574172549172e-04
1.361959634528842322e+01 6.630643029784734658e-05 1.183328519797017858e-04 6.551212425598007612e-24 1.177886296699282248e-23 1.183328519797017858e-04
1.366948497658984429e+01 6.328069791205783421e-05 1.182591094250449602e-04 4.461505478915599316e-24 8.061271517498204697e-24 1.182591094250449602e-04
1.371937360789126892e+01 6.162836041790792114e-05 1.181858327169551311e-04 3.034108871268056139e-24 5.509364876095072104e-24 1.181858327169551311e-04
1.376926223919269177e+01 6.123045672111064640e-05 1.181130247864051186e-04 2.060491705952200839e-24 3.760082116068237587e-24 1.181130247864051186e-04
1.381915087049411284e+01 6.204565431506104225e-05 1.180406885318377339e-04 1.397335079397584230e-24 2.562659645342204682e-24 1.180406885318377339e-04
1.386903950179553746e+01 6.410415192597445407e-05 1.179688268193343048e-04 9.462812479836484944e-25 1.744143996416407258e-24 1.179688268193343048e-04
1.391892813309696031e+01 6.750613631114286137e-05 1.178974424827845569e-04 6.399261930424000764e-25 1.185418093169087427e-24 1.178974424827845569e-04
1.396881676439838138e+01 7.242299478485266981e-05 1.178265383240570228e-04 4.321450277863577373e-25 8.045602512630665335e-25 1.178265383240570228e-04
1.401870539569980600e+01 7.909758430136309027e-05 1.177561171131707394e-04 2.914198530408253423e-25 5.453099231538692333e-25 1.177561171131707394e-04
1.406859402700122708e+01 8.783587063711053070e-05 1.176861815884674864e-04 1.962450585746930622e-25 3.690846942405140476e-25 1.176861815884674864e-04
1.411848265830264992e+01 9.897459885473562148e-05 1.176167344567852728e-04 1.319679000800635051e-25 2.494631933072172022e-25 1.176167344567852728e-04
1.416837128960407455e+01 1.127974217797152369e-04 1.175477783936315786e-04 8.861920770591217037e-26 1.683777593438231981e-25 1.175477783936315786e-04
1.421825992090549562e+01 1.293593630442548209e-04 1.174793160433585076e-04 5.942612341605274834e-26 1.134908324112061806e-25 1.174793160433585076e-04
1.426814855220691847e+01 1.481878342683435722e-04 1.174113500193369239e-04 3.979393800206359542e-26 7.638967173397571449e-26 1.174113500193369239e-04
1.431803718350834309e+01 1.679095269495390111e-04 1.173438829041327297e-04 2.661009458335968007e-26 5.134596411890014489e-26 1.173438829041327297e-04
1.436792581480976416e+01 1.860555926123754790e-04 1.172769172496828852e-04 1.776911909822246031e-26 3.446480210002105323e-26 1.172769172496828852e-04
1.441781444611118701e+01 1.994957419869337542e-04 1.172104555774708330e-04 1.184882701399829133e-26 2.310165384228985404e-26 1.172104555774708330e-04
1.446770307741261163e+01 2.056880261576091325e-04 1.171445003787041715e-04 7.889959986310301264e-27 1.546351293267302512e-26 1.171445003787041715e-04
1.451759170871403271e+01 2.040184143831098407e-04 1.170790541144914066e-04 5.246434112503674939e-27 1.033644168004053103e-26 1.170790541144914066e-04
1.456748034001545733e+01 1.960391754838593887e-04 1.170141192160186231e-04 3.483723084649033795e-27 6.899724692604427936e-27 1.170141192160186231e-04
1.461736897131687840e+01 1.844383740405462692e-04 1.169496980847272935e-04 2.310005481200867700e-27 4.599284477945980127e-27 1.169496980847272935e-04
1.466725760261830125e+01 1.717711358273433565e-04 1.168857930924915449e-04 1.529580629950102043e-27 3.061586893369419822e-27 1.168857930924915449e-04
1.471714623391972587e+01 1.598036070906305348e-04 1.168224065817956975e-04 1.011397139154529220e-27 2.035170103311368799e-27 1.168224065817956975e-04
1.476703486522114694e+01 1.494828240124648050e-04 1.167595408659113823e-04 6.678225003749752240e-28 1.350991589326364922e-27 1.167595408659113823e-04
1.481692349652256979e+01 1.411763666966054450e-04 1.166971982290754723e-04 4.403422472844779513e-28 8.955758692537995751e-28 1.166971982290754723e-04
1.486681212782399442e+01 1.349220747129447273e-04 1.166353809266668209e-04 2.899410067376361309e-28 5.928569673026897015e-28 1.166353809266668209e-04
1.491670075912541549e+01 1.305994834166705320e-04 1.165740911853838276e-04 1.906421430513321211e-28 3.919180628082487724e-28 1.165740911853838276e-04
1.496658939042683834e+01 1.280240030088918750e-04 1.165133312034209045e-04 1.251751616738941749e-28 2.587250254748937074e-28 1.165133312034209045e-04
1.501647802172825941e+01 1.269881496003945971e-04 1.164531031506454734e-04 8.207433856132446120e-29 1.705608704803041827e-28 1.164531031506454734e-04
1.506636665302968403e+01 1.272716988481844896e-04 1.163934091687739310e-04 5.373863151220845981e-29 1.122840777268112155e-28 1.163934091687739310e-04
1.511625528433110688e+01 1.286357595217268882e-04 1.163342513715478051e-04 3.513628124270072323e-29 7.381672198408020388e-29 1.163342513715478051e-04
1.516614391563252795e+01 1.308111445766063207e-04 1.162756318449091782e-04 2.294113853611833521e-29 4.846063955795978590e-29 1.162756318449091782e-04
1.521603254693395257e+01 1.334896547132255647e-04 1.162175526471755967e-04 1.495767598153413503e-29 3.177030135919858950e-29 1.162175526471755967e-04
1.526592117823537542e+01 1.363264413085725122e-04 1.161600158092152100e-04 9.738750857104025783e-30 2.079942524585306264e-29 1.161600158092152100e-04
1.531580980953679649e+01 1.389600202596411710e-04 1.161030233346197279e-04 6.331875555639431285e-30 1.359812850060483462e-29 1.161030233346197279e-04
1.536569844083822112e+01 1.410514006687516779e-04 1.160465771998788284e-04 4.111037769791180202e-30 8.877787683424712844e-30 1.160465771998788284e-04
1.541558707213964396e+01 1.423349153078835600e-04 1.159906793545524231e-04 2.665388647761910374e-30 5.787995367991947314e-30 1.159906793545524231e-04
1.546547570344106504e+01 1.426644836250039780e-04 1.159353317214427073e-04 1.725677359530995841e-30 3.768334116350091316e-30 1.159353317214427073e-04
1.551536433474248966e+01 1.420367990096923735e-04 1.158805361967656127e-04 1.115703099892049692e-30 2.450013268590561802e-30 1.158805361967656127e-04
1.556525296604391073e+01 1.405810921038901356e-04 1.158262946503215151e-04 7.203236251132744304e-31 1.590688998593727895e-30 1.158262946503215151e-04
1.561514159734533536e+01 1.385196282538331866e-04 1.157726089256645187e-04 4.644047562856062397e-31 1.031335401103851869e-30 1.157726089256645187e-04
1.566503022864675820e+01 1.361144954798983804e-04 1.157194808402718634e-04 2.989892954713702053e-31 6.677476682979307179e-31 1.157194808402718634e-04
1.571491885994817927e+01 1.336180319936443133e-04 1.156669121857119482e-04 1.922226682690340456e-31 4.317403525916180862e-31 1.156669121857119482e-04
1.576480749124960390e+01 1.312377882331252862e-04 1.156149047278108246e-04 1.234080653194736087e-31 2.787601634014847268e-31 1.156149047278108246e-04
1.581469612255102675e+01 1.291183394447767093e-04 1.155634602068191500e-04 7.911748385933130344e-32 1.797366263939490023e-31 1.155634602068191500e-04
1.586458475385244782e+01 1.273365322872596270e-04 1.155125803375765798e-04 5.065139037003671801e-32 1.157284850873937698e-31 1.155125803375765798e-04
1.591447338515387244e+01 1.259051119126655173e-04 1.154622668096764033e-04 3.238174555973912323e-32 7.441179095243861518e-32 1.154622668096764033e-04
1.596436201645529351e+01 1.247808307647516502e-04 1.154125212876281069e-04 2.067279136349417104e-32 4.777943978866137387e-32 1.154125212876281069e-04
1.601425064775671814e+01 1.238752525536122623e-04 1.153633454110195700e-04 1.317916720815525375e-32 3.063642998698753556e-32 1.153633454110195700e-04
1.606413927905813921e+01 1.230682106242908167e-04 1.153147407946777849e-04 8.390093395778660774e-33 1.961702141027378840e-32 1.153147407946777849e-04
1.611402791035956028e+01 1.222245457320144974e-04 1.152667090288280854e-04 5.333786198909061900e-33 1.254370358248977581e-32 1.152667090288280854e-04
1.616391654166098490e+01 1.212140835604626215e-04 1.152192516792529143e-04 3.386057994154215599e-33 8.009701036775910606e-33 1.152192516792529143e-04
1.621380517296240953e+01 1.199330567588166460e-04 1.151723702874489383e-04 2.146560640183643065e-33 5.107456032471089798e-33 1.151723702874489383e-04
1.626369380426383060e+01 1.183231878001166971e-04 1.151260663707823326e-04 1.358882520262029346e-33 3.252301309346404109e-33 1.151260663707823326e-04
1.631358243556525522e+01 1.163837336686833419e-04 1.150803414226437811e-04 8.590345739771256258e-34 2.068115159946572580e-33 1.150803414226437811e-04
1.636347106686667630e+01 1.141729737067578458e-04 1.150351969126015255e-04 5.422872023562270442e-34 1.313277395645982898e-33 1.150351969126015255e-04
1.641335969816809737e+01 1.117987329763998471e-04 1.149906342865532886e-04 3.418519395711449659e-34 8.327910076532647943e-34 1.149906342865532886e-04
1.646324832946952199e+01 1.094010587447097717e-04 1.149466549668762874e-04 2.151972523525809100e-34 5.273675361680364086e-34 1.149466549668762874e-04
1.651313696077094306e+01 1.071322320998743848e-04 1.149032603525765414e-04 1.352774401013428058e-34 3.334944136897780637e-34 1.149032603525765414e-04
1.656302559207236769e+01 1.051390149629865764e-04 1.148604518194363107e-04 8.491883190067589501e-35 2.106015397354080835e-34 1.148604518194363107e-04
1.661291422337379231e+01 1.035499744939546952e-04 1.148182307201599614e-04 5.323198089289406510e-35 1.328104742289948049e-34 1.148182307201599614e-04
1.666280285467521338e+01 1.024682256247882165e-04 1.147765983845187881e-04 3.332201261569130924e-35 8.363747627990359294e-35 1.147765983845187881e-04
1.671269148597663445e+01 1.019680788049742481e-04 1.147355561194935325e-04 2.082954590027919398e-35 5.259776845064437904e-35 1.147355561194935325e-04
1.676258011727805908e+01 1.020932518365770097e-04 1.146951052094162375e-04 1.300224546078820489e-35 3.303174558517383968e-35 1.146951052094162375e-04
1.681246874857948015e+01 1.028543386180439523e-04 1.146552469161095399e-04 8.104885797571132686e-36 2.071541021426684786e-35 1.146552469161095399e-04
1.686235737988090477e+01 1.042238336030144782e-04 1.146159824790255166e-04 5.045049361637176466e-36 1.297338652601362127e-35 1.146159824790255166e-04
1.691224601118232940e+01 1.061280731982441894e-04 1.145773131153817104e-04 3.135984595153810799e-36 8.113551257858110869e-36 1.145773131153817104e-04
1.696213464248375047e+01 1.084370988665524151e-04 1.145392400202961144e-04 1.946580651436950509e-36 5.067181001290789675e-36 1.145392400202961144e-04
1.701202327378517509e+01 1.109558485410102810e-04 1.145017643669203784e-04 1.206593175758911192e-36 3.160237033522317834e-36 1.145017643669203784e-04
1.706191190508659616e+01 1.134229966318916512e-04 1.144648873065712833e-04 7.468601850980282729e-37 1.968206697686135526e-36 1.144648873065712833e-04
1.711180053638801724e+01 1.155258301823543687e-04 1.144286099688609257e-04 4.616445703713682312e-37 1.224107501851414485e-36 1.144286099688609257e-04
1.716168916768944186e+01 1.169379993522544684e-04 1.143929334618236512e-04 2.849483436259440755e-37 7.602671409175571299e-37 1.143929334618236512e-04
1.721157779899086293e+01 1.173790321661113023e-04 1.143578588720434890e-04 1.756363982234645588e-37 4.715314760027639027e-37 1.143578588720434890e-04
1.726146643029228755e+01 1.166811372227642555e-04 1.143233872647775068e-04 1.081067692858673540e-37 2.920471437328476350e-37 1.143233872647775068e-04
1.731135506159371218e+01 1.148379186200572583e-04 1.142895196840791795e-04 6.644789631779148598e-38 1.806313154757378468e-37 1.142895196840791795e-04
1.736124369289513325e+01 1.120120909090636268e-04 1.142562571529187219e-04 4.078491524592795637e-38 1.115657612858790064e-37 1.142562571529187219e-04
1.741113232419655432e+01 1.084976273232644356e-04 1.142236006733022023e-04 2.499815018946484913e-38 6.881238786986079452e-38 1.142236006733022023e-04
1.746102095549797539e+01 1.046540346688554511e-04 1.141915512263883242e-04 1.530051900351707325e-38 4.238382335024497858e-38 1.141915512263883242e-04
1.751090958679940002e+01 1.008404593087224883e-04 1.141601097726036636e-04 9.351783262878919091e-39 2.606942426396255090e-38 1.141601097726036636e-04
1.756079821810082464e+01 9.737052916095590934e-05 1.141292772517559818e-04 5.707851745091682791e-39 1.601255210653624319e-38 1.141292772517559818e-04
1.761068684940224571e+01 9.449416039211006870e-05 1.140990545831453695e-04 3.478891757789504162e-39 9.821718413864995297e-39 1.140990545831453695e-04
1.766057548070367034e+01 9.240103731675574944e-05 1.140694426656736971e-04 2.117381572734270005e-39 6.016060687751913509e-39 1.140694426656736971e-04
1.771046411200509141e+01 9.123635017642430759e-05 1.140404423779516524e-04 1.286907472951923343e-39 3.679889223582835955e-39 1.140404423779516524e-04
1.776035274330651248e+01 9.112065101017217028e-05 1.140120545784047487e-04 7.810619785573778147e-40 2.247786656067352782e-39 1.140120545784047487e-04
1.781024137460793710e+01 9.216873425754874003e-05 1.139842801053760123e-04 4.733840843978898272e-40 1.371112970048797046e-39 1.139842801053760123e-04
1.786013000590936173e+01 9.450485621925690098e-05 1.139571197772277887e-04 2.865047248728678606e-40 8.351975204225426474e-40 1.139571197772277887e-04
1.791001863721078280e+01 9.827245203678523831e-05 1.139305743924410425e-04 1.731569411582298081e-40 5.080459111298132757e-40 1.139305743924410425e-04
1.795990726851220742e+01 1.036355791480108321e-04 1.139046447297125558e-04 1.045052246013095227e-40 3.086132238989763620e-40 1.139046447297125558e-04
1.800979589981362849e+01 1.107664794135758711e-04 1.138793315480500805e-04 6.298339712587143976e-41 1.872077869047626156e-40 1.138793315480500805e-04
1.805968453111505312e+01 1.198088251284292486e-04 1.138546355868659998e-04 3.790566679216117051e-41 1.134047104278963349e-40 1.138546355868659998e-04
1.810957316241647419e+01 1.308003882176543748e-04 1.138305575660677647e-04 2.278096835002325636e-41 6.860189075535060138e-41 1.138305575660677647e-04
1.815946179371789526e+01 1.435371160220001176e-04 1.138070981861473126e-04 1.367194181714285360e-41 4.144182610639892760e-41 1.138070981861473126e-04
1.820935042501931989e+01 1.573773561824216318e-04 1.137842581282681433e-04 8.193664988836456283e-42 2.499997010853974067e-41 1.137842581282681433e-04
1.825923905632074451e+01 1.710451839230191619e-04 1.137620380543494117e-04 4.903612975769736061e-42 1.506044837111918727e-41 1.137620380543494117e-04
1.830912768762216558e+01 1.826027753544800809e-04 1.137404386071492221e-04 2.930516350509907053e-42 9.060123563968180372e-42 1.137404386071492221e-04
1.835901631892359021e+01 1.898310566425344458e-04 1.137194604103447504e-04 1.748888382610791396e-42 5.442872320268515446e-42 1.137194604103447504e-04
1.840890495022501128e+01 1.910636761195100123e-04 1.136991040686110524e-04 1.042245473616590145e-42 3.265276626222607549e-42 1.136991040686110524e-04
1.845879358152643235e+01 1.860236507388853347e-04 1.136793701676965646e-04 6.202516429658375006e-43 1.956183625424995190e-42 1.136793701676965646e-04
1.850868221282785697e+01 1.759749282225520095e-04 1.136602592744976296e-04 3.686004064491933574e-43 1.170299624910523718e-42 1.136602592744976296e-04
1.855857084412927804e+01 1.630499698525673328e-04 1.136417719371301621e-04 2.187427546909162664e-43 6.991692497705076944e-43 1.136417719371301621e-04
1.860845947543070267e+01 1.493428088770328531e-04 1.136239086849992409e-04 1.296288072676245280e-43 4.171241931828207176e-43 1.136239086849992409e-04
1.865834810673212729e+01 1.363634840114701671e-04 1.136066700288665735e-04 7.671130198468412312e-44 2.485113604386538093e-43 1.136066700288665735e-04
1.870823673803354836e+01 1.249534548535287783e-04 1.135900564609156022e-04 4.533223834636125592e-44 1.478512228774828478e-43 1.135900564609156022e-04
1.875812536933496943e+01 1.154484626546064218e-04 1.135740684548147814e-04 2.675130383219840456e-44 8.784183547509219268e-44 1.135740684548147814e-04
1.880801400063639406e+01 1.078837209794869382e-04 1.135587064657779532e-04 1.576422864253835917e-44 5.211655372622184268e-44 1.135587064657779532e-04
1.885790263193781513e+01 1.021503104730888507e-04 1.135439709306230581e-04 9.276635173481371445e-45 3.087790199291598554e-44 1.135439709306230581e-04
1.890779126323923975e+01 9.808992586656314775e-05 1.135298622678285261e-04 5.451276489606877090e-45 1.826912242051306052e-44 1.135298622678285261e-04
1.895767989454066083e+01 9.554317526344498202e-05 1.135163808775869722e-04 3.198865084981233446e-45 1.079407408315024358e-44 1.135163808775869722e-04
1.900756852584208545e+01 9.436889079102455009e-05 1.135035271418572924e-04 1.874492116007770472e-45 6.368701730403598674e-45 1.135035271418572924e-04
1.905745715714350652e+01 9.444664669136228164e-05 1.134913014244140353e-04 1.096885494721640353e-45 3.752444105719852798e-45 1.134913014244140353e-04
1.910734578844493115e+01 9.566937059756004040e-05 1.134797040708944703e-04 6.409570804648697919e-46 2.207879469115253387e-45 1.134797040708944703e-04
1.915723441974635222e+01 9.792946867869744513e-05 1.134687354088438665e-04 3.740129039987500414e-46 1.297281715475627199e-45 1.134687354088438665e-04
1.920712305104777684e+01 1.011003822247869412e-04 1.134583957477577220e-04 2.179386236672129382e-46 7.611864343111724011e-46 1.134583957477577220e-04
