f_18, P_18, f_D, P_D
1.446770307741261163e+01,9.068493339897746837e-05,1.446770307741261163e+01,4.924344223459733126e-03
1.451759170871403271e+01,9.411160093652944081e-05,1.451759170871403271e+01,4.749193624712265936e-03
1.456748034001545733e+01,9.677301405170447835e-05,1.456748034001545733e+01,4.600712875961849788e-03
1.461736897131687840e+01,9.839857256754195138e-05,1.461736897131687840e+01,4.479388619226241409e-03
1.466725760261830125e+01,9.880367983083085349e-05,1.466725760261830125e+01,4.384916325489117417e-03
1.471714623391972587e+01,9.792756465944116577e-05,1.471714623391972587e+01,4.316602367448906484e-03
1.476703486522114694e+01,9.584353478710126435e-05,1.476703486522114694e+01,4.273645971416661048e-03
1.481692349652256979e+01,9.273811953393867457e-05,1.481692349652256979e+01,4.255329370347065050e-03
1.486681212782399442e+01,8.886845347140577447e-05,1.486681212782399442e+01,4.261142054432055098e-03
1.491670075912541549e+01,8.451406180328847732e-05,1.491670075912541549e+01,4.290859093010638420e-03
1.496658939042683834e+01,7.993718849488424237e-05,1.496658939042683834e+01,4.344587110436962107e-03
1.501647802172825941e+01,7.535852362445983764e-05,1.501647802172825941e+01,4.422785789513916307e-03
1.506636665302968403e+01,7.094804457964105731e-05,1.506636665302968403e+01,4.526267948658959164e-03
1.511625528433110688e+01,6.682673910676278559e-05,1.511625528433110688e+01,4.656177093837169864e-03
1.516614391563252795e+01,6.307425472150629759e-05,1.516614391563252795e+01,4.813937598020555722e-03
1.521603254693395257e+01,5.973860150156628423e-05,1.521603254693395257e+01,5.001169143385278230e-03
1.526592117823537542e+01,5.684557256206836340e-05,1.526592117823537542e+01,5.219553920405963290e-03
1.531580980953679649e+01,5.440681345127653968e-05,1.531580980953679649e+01,5.470643003922799445e-03
1.536569844083822112e+01,5.242627381426192960e-05,1.536569844083822112e+01,5.755588826846578035e-03
1.541558707213964396e+01,5.090518129984677981e-05,1.541558707213964396e+01,6.074796285438555966e-03
1.546547570344106504e+01,4.984582588105342734e-05,1.546547570344106504e+01,6.427499180319453526e-03
1.551536433474248966e+01,4.925444724865354440e-05,1.551536433474248966e+01,6.811294790234938973e-03
1.556525296604391073e+01,4.914344812890369561e-05,1.556525296604391073e+01,7.221708168193144602e-03
1.561514159734533536e+01,4.953304060009015885e-05,1.561514159734533536e+01,7.651903165102972790e-03
1.566503022864675820e+01,5.045226728612346847e-05,1.566503022864675820e+01,8.092691744743680735e-03
1.571491885994817927e+01,5.193909587132150026e-05,1.571491885994817927e+01,8.532987668291093161e-03
1.576480749124960390e+01,5.403891405044817126e-05,1.576480749124960390e+01,8.960774811087923730e-03
1.581469612255102675e+01,5.680019433862913794e-05,1.581469612255102675e+01,9.364506823912032221e-03
1.586458475385244782e+01,6.026533041558036026e-05,1.586458475385244782e+01,9.734664476061045263e-03
1.591447338515387244e+01,6.445380522484879537e-05,1.591447338515387244e+01,1.006505859085425961e-02
1.596436201645529351e+01,6.933451591776658093e-05,1.596436201645529351e+01,1.035347066193719086e-02
1.601425064775671814e+01,7.478573926635350615e-05,1.601425064775671814e+01,1.060139351866819582e-02
1.606413927905813921e+01,8.054754505597347262e-05,1.606413927905813921e+01,1.081289658846632321e-02
1.611402791035956028e+01,8.618496010016087310e-05,1.611402791035956028e+01,1.099286977561512307e-02
1.616391654166098490e+01,9.109772019781139376e-05,1.616391654166098490e+01,1.114501080111357338e-02
1.621380517296240953e+01,9.461676372684675520e-05,1.621380517296240953e+01,1.126991816951465261e-02
1.626369380426383060e+01,9.619112605977172604e-05,1.626369380426383060e+01,1.136360952302485454e-02
1.631358243556525522e+01,9.559159699845090532e-05,1.631358243556525522e+01,1.141677710851795799e-02
1.636347106686667630e+01,9.300730676475182403e-05,1.636347106686667630e+01,1.141512821213859150e-02
1.641335969816809737e+01,8.896731145298998914e-05,1.641335969816809737e+01,1.134115234188518007e-02
1.646324832946952199e+01,8.414461169395774675e-05,1.646324832946952199e+01,1.117744835665484063e-02
1.651313696077094306e+01,7.916552193242752623e-05,1.651313696077094306e+01,1.091121023669161874e-02
1.656302559207236769e+01,7.450468336705153472e-05,1.656302559207236769e+01,1.053871788696192011e-02
1.661291422337379231e+01,7.046843096345512523e-05,1.661291422337379231e+01,1.006816686356324514e-02
1.666280285467521338e+01,6.722872354458560176e-05,1.666280285467521338e+01,9.519469733072577489e-03
1.671269148597663445e+01,6.487131356120976226e-05,1.671269148597663445e+01,8.920875771143553512e-03
1.676258011727805908e+01,6.343863638245259202e-05,1.676258011727805908e+01,8.303695655536725423e-03
1.681246874857948015e+01,6.296172398789924964e-05,1.681246874857948015e+01,7.697108324981865451e-03
1.686235737988090477e+01,6.348223218008779113e-05,1.686235737988090477e+01,7.124605019755571311e-03
1.691224601118232940e+01,6.506753655359089690e-05,1.691224601118232940e+01,6.602585437930233968e-03
1.696213464248375047e+01,6.782133481682689209e-05,1.696213464248375047e+01,6.140718909333812113e-03
1.701202327378517509e+01,7.189059220014759426e-05,1.701202327378517509e+01,5.743304078487907437e-03
1.706191190508659616e+01,7.746714444976612228e-05,1.706191190508659616e+01,5.410929545707950268e-03
1.711180053638801724e+01,8.477821414463771214e-05,1.711180053638801724e+01,5.141998070472446510e-03
1.716168916768944186e+01,9.405353625407494758e-05,1.716168916768944186e+01,4.933928268976837950e-03
1.721157779899086293e+01,1.054476729712716405e-04,1.721157779899086293e+01,4.784010982610271794e-03
1.726146643029228755e+01,1.188892805660520869e-04,1.726146643029228755e+01,4.689973963065122500e-03
1.731135506159371218e+01,1.338430983436367542e-04,1.731135506159371218e+01,4.650327465334599085e-03
1.736124369289513325e+01,1.490439249987859710e-04,1.736124369289513325e+01,4.664552343676533173e-03
1.741113232419655432e+01,1.624178487543895928e-04,1.741113232419655432e+01,4.733168337817977855e-03
1.746102095549797539e+01,1.715194332764738037e-04,1.746102095549797539e+01,4.857690864849230870e-03
1.751090958679940002e+01,1.745466487694388659e-04,1.751090958679940002e+01,5.040451259579697627e-03
1.756079821810082464e+01,1.713065180000407318e-04,1.756079821810082464e+01,5.284217236084890260e-03
1.761068684940224571e+01,1.632691677783668408e-04,1.761068684940224571e+01,5.591508550591183131e-03
1.766057548070367034e+01,1.526936081675927257e-04,1.766057548070367034e+01,5.963467087153145017e-03
1.771046411200509141e+01,1.416480235018406067e-04,1.771046411200509141e+01,6.398139512376171609e-03
1.776035274330651248e+01,1.315374558956476604e-04,1.776035274330651248e+01,6.888124423527463777e-03
1.781024137460793710e+01,1.231141279509017326e-04,1.781024137460793710e+01,7.417816179203662146e-03
1.786013000590936173e+01,1.166869065412951434e-04,1.786013000590936173e+01,7.961015861172326263e-03
1.791001863721078280e+01,1.123315274872227438e-04,1.791001863721078280e+01,8.480373405611755372e-03
1.795990726851220742e+01,1.100368456765064715e-04,1.795990726851220742e+01,8.930478761270597282e-03
1.800979589981362849e+01,1.097905031119514638e-04,1.800979589981362849e+01,9.265579853356603612e-03
1.805968453111505312e+01,1.116239940815585095e-04,1.805968453111505312e+01,9.450440316756679102e-03
1.810957316241647419e+01,1.156331115987848285e-04,1.810957316241647419e+01,9.469996892502738003e-03
1.815946179371789526e+01,1.219809153686964308e-04,1.815946179371789526e+01,9.332939963709431866e-03
1.820935042501931989e+01,1.308807960585838188e-04,1.820935042501931989e+01,9.067459094878079287e-03
1.825923905632074451e+01,1.425465064608653660e-04,1.825923905632074451e+01,8.711851836771467711e-03
1.830912768762216558e+01,1.570840905105856688e-04,1.830912768762216558e+01,8.304772858127366236e-03
1.835901631892359021e+01,1.742935645220458152e-04,1.835901631892359021e+01,7.878598536158068141e-03
1.840890495022501128e+01,1.933683054096707208e-04,1.840890495022501128e+01,7.456733643795808442e-03
1.845879358152643235e+01,2.125715427536974220e-04,1.845879358152643235e+01,7.053859369019520667e-03
1.850868221282785697e+01,2.291545714883778560e-04,1.850868221282785697e+01,6.677663079727540890e-03
1.855857084412927804e+01,2.399117059811599123e-04,1.855857084412927804e+01,6.330940773480958281e-03
1.860845947543070267e+01,2.424524658604387285e-04,1.860845947543070267e+01,6.013482586543869579e-03
1.865834810673212729e+01,2.364467532233726363e-04,1.865834810673212729e+01,5.723532644201043997e-03
1.870823673803354836e+01,2.237614273550072317e-04,1.870823673803354836e+01,5.458813672776245164e-03
1.875812536933496943e+01,2.073803573901349389e-04,1.875812536933496943e+01,5.217181897019345510e-03
1.880801400063639406e+01,1.901001010796867343e-04,1.880801400063639406e+01,4.996992283453369731e-03
1.885790263193781513e+01,1.738406376855883913e-04,1.885790263193781513e+01,4.797248255397656633e-03
1.890779126323923975e+01,1.596086080856960211e-04,1.890779126323923975e+01,4.617601286266751447e-03
1.895767989454066083e+01,1.477588056877351193e-04,1.895767989454066083e+01,4.458258221255772050e-03
1.900756852584208545e+01,1.382758680626914303e-04,1.900756852584208545e+01,4.319846068232341234e-03
1.905745715714350652e+01,1.309735965695031288e-04,1.905745715714350652e+01,4.203273290562504171e-03
1.910734578844493115e+01,1.256091392648335753e-04,1.910734578844493115e+01,4.109613255109763851e-03
1.915723441974635222e+01,1.219382396184462842e-04,1.915723441974635222e+01,4.040021202131018931e-03
1.920712305104777684e+01,1.197362411336661149e-04,1.920712305104777684e+01,3.995683150215776323e-03
1.925701168234919791e+01,1.188012777377296685e-04,1.925701168234919791e+01,3.977784939644038627e-03
1.930690031365062254e+01,1.189491980394320373e-04,1.930690031365062254e+01,3.987482219266523867e-03
1.935678894495204361e+01,1.200055668460558528e-04,1.935678894495204361e+01,4.025846633597771063e-03
1.940667757625346823e+01,1.217979123981945670e-04,1.940667757625346823e+01,4.093758588024361267e-03
1.945656620755488930e+01,1.241503566111258649e-04,1.945656620755488930e+01,4.191712398110641891e-03
1.950645483885631037e+01,1.268821461285755850e-04,1.950645483885631037e+01,4.319497067677722200e-03
1.955634347015773500e+01,1.298108688799848938e-04,1.955634347015773500e+01,4.475720731619912095e-03
1.960623210145915962e+01,1.327600358092488999e-04,1.960623210145915962e+01,4.657169527280667978e-03
1.965612073276058069e+01,1.355693392099043492e-04,1.965612073276058069e+01,4.858048077664485313e-03
1.970600936406200532e+01,1.381047514466527098e-04,1.970600936406200532e+01,5.069253663261659264e-03
1.975589799536342639e+01,1.402653321884578524e-04,1.975589799536342639e+01,5.277984470733081308e-03
1.980578662666484746e+01,1.419845246662609591e-04,1.980578662666484746e+01,5.468116172322209749e-03
1.985567525796627208e+01,1.432255939358845220e-04,1.985567525796627208e+01,5.621766047428669762e-03
1.990556388926769316e+01,1.439729135678217032e-04,1.990556388926769316e+01,5.722137123840222335e-03
